idhogar,Monto_Alquiler,Promedio_Anos_Escolaridad,Pared_Zocalo,Pared_Prefabricado,Pared_Madera,Piso_Cemento,Piso_Madera,Techo_Zinc,Electricidad_Cooperativa,Inodoro_Alcantarillado,Inodoro_Septico,Inodoro_Letrina,Basura_Camion,Pared_Mala,Pared_Regular,Techo_Malo,Techo_Regular,Piso_Malo,Piso_Regular,Tiene_Discapacitado,Proporcion_Mujeres,Jefe_Viudo,Jefe_Soltero,Cant_Ninos,Cant_Adultos,Cant_Adultos_Mayores,Promedio_Educ_Adultos,Sin_Educacion,Educ_Tecnica_Incompleta,Educ_Tecnica_Completa,Educ_Postgrado,Total_Dormitorios,Personas_por_Cuarto,Casa_Propia_Pagando,Casa_Precario,Casa_Prestada_Asignada,Region_Central,Region_Chorotega,Region_Pacifico_Central,Region_Brunca,Region_Huetar_Atlantica,Zona_Urbana,Edad_Promedio,Hogar_con_Rezago_Escolar,Hogar_sin_Jefe_Educado,Tasa_Dependencia,Target,Indice_Activos_Tech,Privacion_Servicios_Basicos,Calidad_Materiales_Vivienda,Hacinamiento_Severo
160e96094,0.6319347741945386,2.292052332464833,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,1.540356318458271,0,0,0,0,-1.6909729866665713,0.8326809996592418,0,0,0,1,0,0,0,0,1,-0.638135540727719,0,0,-0.6177364524159273,0,-0.5243081640667403,-0.4076039627578522,-0.896855862737932,0
1637ac45b,-0.4581085725612524,-1.263153599380267,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1.9031959454261795,0,0,-0.8397559824053796,-1.2194837305374338,1.1412309790886452,-1.4106775427755387,0,0,0,0,1.5059930958304362,-1.5155776374420502,0,0,0,1,0,0,0,0,1,1.6088288344852304,0,0,3.136670396195163,0,-1.0367262171297869,-0.4076039627578522,-0.896855862737932,0
1670445b9,-0.4581085725612524,-0.4099041757374431,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1.8244932752398302,0,0,-0.8397559824053796,-1.2194837305374338,1.1412309790886452,-0.7024294160794244,0,0,0,0,-1.6909729866665713,-0.5091810786843536,0,0,0,1,0,0,0,0,1,1.7794843566533025,0,0,3.136670396195163,0,-1.0367262171297869,-0.4076039627578522,-0.896855862737932,0
1696eea1a,1.5039694515991713,-0.2880114009313253,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1.2919662437161143,0,1,2.624382363789661,0.7283872888028295,-0.5141079362108072,0.7140668373128042,1,0,0,0,1.5059930958304362,0.497215480073343,0,0,0,1,0,0,0,0,1,-1.308567949245145,1,0,0.00799802235258765,0,2.037782101248492,-0.4076039627578522,-0.896855862737932,0
169911ed1,0.5229304395189595,-0.5047096672533123,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.5819302016844935,1,1,1.7583477772409009,0.7283872888028295,-0.5141079362108072,0.08451286822202173,1,0,0,0,-0.6253176258342354,2.1745430780028374,0,0,0,1,0,0,0,0,1,-1.1406212448892645,1,0,-0.14843559633954106,0,0.5005279420593525,-0.4076039627578522,1.661295161949008,0
16b7564d6,2.2669997943282247,1.2965946715482046,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.9501495462115089,0,1,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,1,-0.04084121313946666,1,0,-0.3830860243777342,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
16fc0d0c6,-0.4581085725612524,-0.22029319270570438,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,-0.7024294160794244,0,1,0,0,-0.6253176258342354,0.16174996048744414,0,0,1,0,0,0,0,0,0,-0.7993102005531204,1,0,-0.3830860243777342,0,-0.011890111003693917,-0.4076039627578522,1.661295161949008,0
171337640,-0.4581085725612524,0.8984116071815534,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.3334175869734262,0,1,0.8923131906921408,0.7283872888028295,-0.5141079362108072,1.3436208064035866,0,1,0,0,1.5059930958304362,-0.1737155590984547,0,0,0,0,0,0,0,0,1,-0.49592260558765894,1,0,-0.30486921503166986,0,2.037782101248492,-0.4076039627578522,-0.896855862737932,0
171378bfc,-0.4581085725612524,0.30113701063157683,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,2.796569894388098,-0.11222264383266253,0,0,0,0,1.5059930958304362,-1.1801121178561513,0,0,0,1,0,0,0,0,1,1.8079269436813143,0,0,3.136670396195163,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
1744d0bc5,-0.02209123385893605,-0.6943206502850511,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-0.9385121249781292,0,0,0,0,-1.6909729866665713,0.8326809996592418,0,0,0,0,0,1,0,0,1,0.7555512236448698,0,0,-0.6177364524159273,1,-0.5243081640667403,-0.4076039627578522,1.661295161949008,0
175376aca,-0.4581085725612524,-1.263153599380267,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,1,1,-0.8397559824053796,-0.24554822086730216,1.1412309790886452,-1.4106775427755387,1,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,1,1,0,0,0,0,0,1.32440296420511,0,0,-0.14843559633954106,0,-1.0367262171297869,-0.4076039627578522,-0.044138854508952025,0
176db3c2a,-0.4581085725612524,0.30113701063157683,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-0.11222264383266253,0,0,0,0,0.4403377349981003,-0.9564684068221035,0,0,0,0,0,0,0,1,1,1.4381733123171583,0,0,-0.6177364524159273,0,-0.5243081640667403,-0.4076039627578522,-0.896855862737932,0
177250940,-0.4581085725612524,-0.6943206502850511,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,1.1412309790886452,-0.3483053527313673,1,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,0,0,0,1,0,0,-0.3442288081049283,0,0,0.3208652597368452,0,-0.5243081640667403,-0.4076039627578522,-0.044138854508952025,0
1773092b3,-0.4581085725612524,0.06412328184190359,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.5819302016844935,0,1,-0.8397559824053796,0.7283872888028295,2.796569894388098,-0.30895827392870157,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,1,1.1916708914077205,0,0,0.3208652597368452,1,-0.5243081640667403,-0.4076039627578522,-0.896855862737932,0
177d16dfb,-0.4581085725612524,-1.547570073927875,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-1.6467602516742434,0,0,0,0,-1.6909729866665713,0.8326809996592418,0,0,0,0,0,0,0,0,0,-0.3537096704475988,0,0,-0.6177364524159273,0,-1.0367262171297869,1.5441919358326328,1.661295161949008,0
178a5ff37,-0.4581085725612524,-0.5521124130112471,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-0.8204707705287768,0,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,0,1,0,0,0,0,0,0.3857975922807136,0,0,-0.6177364524159273,0,-0.5243081640667403,-0.4076039627578522,-0.044138854508952025,0
178a60510,-0.4581085725612524,0.08782465472087084,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.8925709700733278,0,1,0.02627860414338047,0.7283872888028295,-0.5141079362108072,-0.4663467071807197,0,1,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,0,1,0,0,0,1,-0.05506250665347267,1,0,-0.46130283372379866,1,-0.011890111003693917,-0.4076039627578522,1.661295161949008,0
1796b4b00,0.30492177016780125,0.4433452479053808,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,-0.660632871870843,1,1,-0.8397559824053796,0.7283872888028295,1.1412309790886452,0.0058187106166898515,0,0,0,0,0.4403377349981003,-0.5091810786843536,1,0,0,1,0,0,0,0,1,0.7555512236448698,0,0,-0.3830860243777342,0,1.012945995122399,-0.4076039627578522,-0.044138854508952025,0
17ab5bcef,-0.24009990321009425,-1.71821995865644,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-1.1576581012929774,0,0,1.7583477772409009,-0.24554822086730216,-0.5141079362108072,-1.2926361883261863,1,0,0,0,-0.6253176258342354,1.5036120388310394,0,0,0,0,0,0,0,1,1,-1.5426098082185011,0,0,0.08621483169865207,1,-1.0367262171297869,-0.4076039627578522,1.661295161949008,0
17e26c0f0,1.5039694515991713,1.1543864342744008,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,0,0.02627860414338047,-1.2194837305374338,-0.5141079362108072,2.838811217401147,0,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,0,1,0,0,0,0,1,-0.9225614110078392,0,0,-0.14843559633954106,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
17ea2bf36,-0.4581085725612524,-1.149387009561224,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1.0789554311066283,0,1,1.7583477772409009,-0.24554822086730216,-0.5141079362108072,-0.3483053527313673,1,0,0,0,-0.6253176258342354,1.5036120388310394,0,0,0,0,1,0,0,0,1,-1.1899217290711521,1,0,0.08621483169865207,1,1.012945995122399,-0.4076039627578522,0.808578153720028,0
17f5db873,-0.4581085725612524,1.0121781970005967,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1.9031959454261795,0,0,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,0.4779841284140994,0,0,0,0,5.768614539159779,-0.8446465982702525,0,0,0,1,0,0,0,0,1,-0.8372336499238031,0,0,-0.6177364524159273,0,2.5502001543115385,-0.4076039627578522,-0.044138854508952025,0
17fb04a62,-0.4581085725612524,0.15892877335777283,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0.5819302016844935,0,1,-0.8397559824053796,0.7283872888028295,-0.5141079362108072,-0.2302639982820149,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,0,0,1,0,0,1,-0.2683819093635628,0,0,-0.6177364524159273,1,-1.0367262171297869,-0.4076039627578522,1.661295161949008,0
180d40332,-0.4581085725612524,-1.4527645824120057,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.660632871870843,0,0,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,-1.2926361883261863,1,0,0,0,-1.6909729866665713,2.1745430780028374,0,0,1,0,0,0,0,0,1,-1.045812621462558,1,0,-0.3830860243777342,0,-0.011890111003693917,-0.4076039627578522,0.808578153720028,0
187b49d39,2.048991124977067,0.04516218353872955,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0.3334175869734262,0,1,0.8923131906921408,0.7283872888028295,-0.5141079362108072,0.24190141951539462,1,0,0,0,2.5716484566627718,-0.5091810786843536,0,0,0,1,0,0,0,0,1,-0.9851351024694657,1,0,-0.30486921503166986,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
188e498f3,-0.4581085725612524,-1.547570073927875,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1.9031959454261795,0,0,-0.8397559824053796,-1.2194837305374338,1.1412309790886452,-1.6467602516742434,0,0,0,0,-1.6909729866665713,-0.5091810786843536,0,0,0,0,0,0,0,1,1,1.8932547047653505,0,0,3.136670396195163,0,-1.0367262171297869,1.5441919358326328,-0.896855862737932,0
190fd37f1,-0.4581085725612524,-0.907633006195757,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,-0.039351335093174664,0,0,0.02627860414338047,0.7283872888028295,-0.5141079362108072,-0.8598178493314428,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,1,0,0,0,0,1,0.01604396091655737,1,0,-0.46130283372379866,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
1951da6c2,-0.4581085725612524,-1.4906867790183533,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,-0.4121202571597755,0,1,1.7583477772409009,-0.24554822086730216,-0.5141079362108072,-1.174594833876834,1,0,0,0,0.4403377349981003,0.38539355075390497,0,0,0,1,0,0,0,0,1,-0.8599877195462127,1,0,0.08621483169865207,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
196edf086,-0.4581085725612524,1.3914001630640742,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,-0.8397559824053796,0.7283872888028295,1.1412309790886452,0.7927609949181365,0,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,1,0.6607426002181632,0,0,-0.3830860243777342,0,2.037782101248492,-0.4076039627578522,-0.896855862737932,0
19a9cacc3,-0.4581085725612524,-1.263153599380267,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.9031959454261795,1,0,-0.8397559824053796,-1.2194837305374338,1.1412309790886452,-1.4106775427755387,0,0,0,0,-1.6909729866665713,-0.5091810786843536,0,0,0,0,0,0,1,0,0,1.8932547047653505,0,0,3.136670396195163,0,-1.5491442701928333,1.5441919358326328,1.661295161949008,0
19b251074,-0.4581085725612524,-1.3769201891993101,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.3334175869734262,0,0,1.7583477772409009,-0.24554822086730216,-0.5141079362108072,-0.7024294160794244,1,0,0,0,-1.6909729866665713,4.858267234690028,0,0,0,0,0,0,0,1,1,-1.2581839379383808,1,0,0.08621483169865207,1,-0.5243081640667403,3.4959878344231177,1.661295161949008,1
19b271373,-0.4581085725612524,0.5381507394212502,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.5960254828634518,0,0,0,0,1.5059930958304362,-0.8446465982702525,0,0,0,1,0,0,0,0,1,0.14877603371394693,1,0,-0.3830860243777342,0,1.5253640481854454,-0.4076039627578522,-0.044138854508952025,0
19e711b2e,-0.4581085725612524,0.30113701063157683,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,-0.039351335093174664,0,1,-0.8397559824053796,1.7023227984729612,1.1412309790886452,-0.11222264383266253,0,0,0,0,1.5059930958304362,-0.5091810786843536,0,0,1,1,0,0,0,0,1,0.5280105274207737,0,0,-0.46130283372379866,0,-0.5243081640667403,-0.4076039627578522,-0.896855862737932,0
1a1cebc72,-0.4581085725612524,0.03703599855165506,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.22691218066868304,1,1,1.7583477772409009,1.7023227984729612,-0.5141079362108072,0.3009220967400708,0,0,0,0,0.4403377349981003,1.279968314378371,0,0,0,1,0,0,0,0,1,-0.6259458605728566,1,0,-0.26576081035863763,1,-0.5243081640667403,-0.4076039627578522,0.808578153720028,0
1a6bac0d0,-0.4581085725612524,1.1543864342744008,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.039351335093174664,0,1,0.02627860414338047,0.7283872888028295,1.1412309790886452,1.264926412715545,0,0,0,0,1.5059930958304362,-0.5091810786843536,0,0,0,0,1,0,0,0,0,-0.16883285476552073,1,0,-0.14843559633954106,0,0.5005279420593525,-0.4076039627578522,-0.044138854508952025,0
1ac0d9755,-0.4581085725612524,-2.116403023023091,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,-1.9031959454261795,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,-2.118925669471653,1,0,0,0,-1.6909729866665713,-0.5091810786843536,0,0,1,0,0,0,0,1,1,1.32440296420511,0,1,-0.6177364524159273,1,-1.0367262171297869,1.5441919358326328,1.661295161949008,0
1ae6c14d5,-0.4581085725612524,-0.3150986842215739,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,-0.2302639982820149,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,0,0,0,1,0,1,-0.21149673530753876,1,0,-0.3830860243777342,0,-0.5243081640667403,1.5441919358326328,-0.044138854508952025,0
1afe16cdc,-0.4581085725612524,-0.6943206502850511,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1.8244932752398302,0,1,0.8923131906921408,-1.2194837305374338,-0.5141079362108072,0.4779841284140994,1,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,0,0,0,0,0,1,-1.2354298683159715,1,0,0.3208652597368452,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
1b0935cb5,-0.4581085725612524,0.1020454784482512,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.3334175869734262,0,1,0.8923131906921408,0.7283872888028295,-0.5141079362108072,-0.30895827392870134,0,0,0,0,0.4403377349981003,0.38539355075390497,0,0,0,1,0,0,0,0,1,-0.46179150115404444,1,0,-0.30486921503166986,0,2.037782101248492,-0.4076039627578522,-0.896855862737932,0
1b31fd159,-0.4581085725612524,0.7277617224529888,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1.8244932752398302,0,1,0.02627860414338047,-2.1934192402075654,-0.5141079362108072,-0.07287544698864203,0,0,0,0,2.5716484566627718,-1.58267074135923,0,0,0,1,0,0,0,0,1,-1.1785446942599473,0,0,3.136670396195163,0,-0.011890111003693917,-0.4076039627578522,-0.044138854508952025,0
1b4fb5ffe,-0.4581085725612524,-1.618674192564777,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,0.8923131906921408,-0.24554822086730216,-0.5141079362108072,-1.8828429605729482,1,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,0,0,0,1,0,0,-0.026619919625460654,1,0,-0.14843559633954106,0,-0.011890111003693917,1.5441919358326328,0.808578153720028,0
1b6aa0b8a,4.517198075903139,-1.0735426163485284,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,-0.8397559824053796,0.7283872888028295,2.796569894388098,-1.2532890623069786,1,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,1,1.210632616093062,0,0,0.3208652597368452,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
1bb8a3f9c,3.466047475759595,2.1498440951910287,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1.9031959454261795,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,1.4223149640089183,0,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,1,-0.609692953699707,0,0,-0.6177364524159273,0,1.5253640481854454,-0.4076039627578522,-0.896855862737932,0
1bc617b23,-0.4581085725612524,-1.263153599380267,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-1.9031959454261795,0,1,0.8923131906921408,-0.24554822086730216,-0.5141079362108072,-1.6467602516742434,0,0,0,0,-0.6253176258342354,0.8326809996592418,0,0,1,0,0,0,0,0,0,-1.5198557385960916,1,0,-0.14843559633954106,0,-0.5243081640667403,-0.4076039627578522,0.808578153720028,0
1c061afbd,-0.4581085725612524,-0.4099041757374431,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,-1.9031959454261795,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,0,1,0,0,0,0,1,1.4381733123171583,0,0,-0.6177364524159273,0,-1.0367262171297869,-0.4076039627578522,-0.044138854508952025,0
1c0b1cbd8,-0.4581085725612524,-0.5521124130112471,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.42660981749007654,0,1,3.490416950338421,0.7283872888028295,-0.5141079362108072,0.08451286822202173,1,0,0,0,-0.6253176258342354,3.516405156346433,0,0,0,0,0,0,1,0,1,-1.2638724553439833,1,0,0.16443164104471647,1,-0.5243081640667403,1.5441919358326328,2.514012170177988,1
1c2e74d9b,-0.4581085725612524,-1.831986548475483,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-1.8828429605729482,1,0,0,0,0.4403377349981003,-0.9564684068221035,0,0,0,0,0,0,1,0,0,0.8977641587849299,0,1,-0.6177364524159273,0,-0.5243081640667403,3.4959878344231177,1.661295161949008,0
1c390b8c3,-0.4581085725612524,-0.030682209673965895,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,0,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.4779841284140994,1,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,1,-1.2354298683159715,0,0,-0.3830860243777342,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
1c3989a9e,-0.4581085725612524,-0.6943206502850511,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.5819302016844935,0,0,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,-0.7024294160794244,0,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,0,0.05396741028723993,1,0,-0.3830860243777342,0,-0.011890111003693917,1.5441919358326328,-0.896855862737932,0
1c5fa7071,-0.4581085725612524,-0.5521124130112471,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-0.8204707705287768,0,0,0,0,-1.6909729866665713,0.8326809996592418,0,0,0,0,0,0,0,0,1,0.8977641587849299,0,0,-0.6177364524159273,0,-0.5243081640667403,-0.4076039627578522,-0.896855862737932,0
1c60fa8af,-0.4581085725612524,-0.4099041757374431,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,0,0,0,0,1,0,0,0.6417808755328217,0,0,-0.6177364524159273,0,-0.5243081640667403,1.5441919358326328,-0.896855862737932,0
1cc16daff,-0.4581085725612524,-0.3150986842215739,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.12386006506604223,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,1,-0.15461156125151473,0,0,-0.3830860243777342,1,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
1cc84143c,-0.4581085725612524,-0.35302088082792143,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0.3334175869734262,0,1,0.02627860414338047,1.7023227984729612,-0.5141079362108072,-0.4073260299560435,1,0,0,0,1.5059930958304362,-0.1737155590984547,0,0,1,0,0,0,1,0,0,-0.5186766752100684,1,0,-0.5004112383968308,0,0.5005279420593525,3.4959878344231177,0.808578153720028,0
1cd853db3,-0.4581085725612524,0.5144493665422828,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.039351335093174664,0,1,-0.8397559824053796,1.7023227984729612,-0.5141079362108072,0.06483938784136604,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,1,1,0,0,0,0,1,0.030265254430563382,0,0,-0.6177364524159273,0,1.012945995122399,-0.4076039627578522,-0.044138854508952025,0
1d1a24393,-0.4581085725612524,1.0121781970005967,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,0.4779841284140994,0,0,0,0,0.4403377349981003,-0.9564684068221035,0,0,0,1,0,0,0,0,1,0.8977641587849299,0,0,-0.6177364524159273,0,-0.5243081640667403,-0.4076039627578522,-0.896855862737932,0
1d32beca0,-0.4581085725612524,-0.4099041757374431,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1.9031959454261795,0,0,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,1,0,0,0,0,0,0,1.2675177901490862,0,0,-0.6177364524159273,1,-0.5243081640667403,1.5441919358326328,1.661295161949008,0
1d3695e4c,-0.4581085725612524,1.2017891800323353,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,1.1862322551102136,0,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,1,0.12981430902860544,1,0,-0.3830860243777342,0,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
1d3feb611,-0.4581085725612524,-0.4099041757374431,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8244932752398302,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,0,0,0,0,1,0,0,-0.3252670834195868,0,0,-0.6177364524159273,0,-1.0367262171297869,1.5441919358326328,1.661295161949008,0
1d584b579,-0.4581085725612524,0.30113701063157683,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.8244932752398302,0,1,0.02627860414338047,-1.2194837305374338,1.1412309790886452,1.894480381806328,0,0,0,0,1.5059930958304362,-1.1801121178561513,0,0,0,1,0,0,0,0,1,0.49956794039276164,0,0,3.136670396195163,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
1d644ed80,4.804620705575777,-0.12548770118983513,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.8923131906921408,-1.2194837305374338,-0.5141079362108072,1.894480381806328,1,0,0,0,0.4403377349981003,-0.061893629779016676,1,0,0,1,0,0,0,0,1,-1.1406212448892645,1,0,0.3208652597368452,0,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
1d80c214a,0.30492177016780125,-0.19659181982673712,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,0.8923131906921408,-0.24554822086730216,-0.5141079362108072,-0.11222264383266253,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,0,0,0,1,0,1,-1.0221104656058813,1,0,-0.14843559633954106,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
1d8693137,-0.4581085725612524,0.23003289199467483,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.971273640259677,0,1,-0.8397559824053796,1.7023227984729612,-0.5141079362108072,-0.17124332105733872,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,1,0,0,0,0,0,0.10137172200059343,0,0,-0.6177364524159273,0,0.5005279420593525,1.5441919358326328,-0.044138854508952025,0
