idhogar,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,escolari,rez_esc,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,pisomoscer,pisocemento,pisonotiene,pisomadera,techozinc,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu5,epared1,epared2,etecho1,etecho2,eviv1,eviv2,dis,female,parentesco1,hogar_nin,hogar_adul,hogar_mayor,hogar_total,edjefe,edjefa,meaneduc,instlevel6,instlevel7,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,age,paga_arriendo,tiene_retraso,ed_jefe_final,sin_jefe_educado,Target
3be430e4c,ID_12ee9eec6,85000.0,0,2,0,1,1,0,0.0,5.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,1.0,5,0,5.0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,73.0,1,0,5,0,0
3bf162043,ID_97cfb3aee,60000.0,0,5,0,1,1,0,0.0,8.75,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,3.0,0.0,4.0,6,0,9.0,1,0,0,3,1.3333334,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,31.75,1,1,6,0,0
3c3b1ee5f,ID_e06bf7a88,0.0,0,4,0,1,1,0,0.0,6.8,1.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2.0,3.0,0.0,5.0,9,0,8.666667,0,0,0,2,2.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,25.4,0,1,9,0,1
3c4292ed0,ID_dbb1fb4a8,0.0,0,4,0,1,1,0,0.0,6.0,0.0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,2.0,0.0,2.0,0,6,6.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,56.5,0,0,6,0,0
3c48124c5,ID_214a92ca4,0.0,0,5,0,1,1,1,1.0,9.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,2.0,0.0,2.0,9,0,9.0,0,0,0,3,0.66666669,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,31.0,0,0,9,0,0
3c4c67c8b,ID_c35a5a413,0.0,0,5,0,1,1,0,0.0,4.166666666666667,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,5.0,1.0,0.0,6.0,11,0,21.0,0,0,0,3,2.0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,16.0,0,1,11,0,1
3c55f70ee,ID_b197abbf4,0.0,0,6,0,1,1,1,1.0,7.25,1.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,11,0,11.0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,21.5,0,1,11,0,0
3c6154cf3,ID_2d8b0373c,0.0,0,3,0,1,1,0,0.0,2.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.0,1.0,1.0,1.0,0,2,2.0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,71.0,0,0,2,0,0
3c6973219,ID_8761b8b29,40000.0,1,2,0,1,1,0,0.0,8.25,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0.0,4.0,0.0,4.0,7,0,8.25,0,0,0,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,35.0,1,0,7,0,0
3c73c107f,ID_838f8c81c,15000.0,0,5,0,1,1,0,0.0,3.5,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1.0,1.0,0.0,2.0,0,7,7.0,0,0,0,3,0.66666669,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,15.0,1,0,7,0,1
3c893ff13,ID_2f0e608d6,0.0,0,5,0,1,1,0,0.0,6.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,2.0,6,0,6.0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,65.5,0,0,6,0,0
3c9a7770e,ID_a70fa3db5,0.0,0,4,0,1,1,1,2.0,14.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,16,0,16.5,0,0,1,3,1.0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,36.0,0,1,16,0,0
3cf35784f,ID_e3d25cc62,0.0,0,6,0,1,1,0,0.0,6.75,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,3.0,0.0,4.0,6,0,6.3333335,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,34.25,0,1,6,0,0
3d0362e41,ID_e7be306e1,110000.0,0,4,0,1,0,0,0.0,5.333333333333333,2.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.0,2.0,0.0,3.0,6,0,6.0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,30.0,1,1,6,0,0
3d14916f9,ID_cd29ce1e1,0.0,0,5,0,1,1,1,1.0,10.0,0.0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.0,3.0,0.0,3.0,6,0,10.0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,48.0,0,0,6,0,0
3d3e55330,ID_8749c4353,110000.0,0,5,0,1,1,0,0.0,7.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,7,0,7.5,0,0,0,3,0.66666669,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,56.5,1,0,7,0,0
3d4ad0ad9,ID_7d7f7a6ee,0.0,0,5,0,1,1,0,0.0,14.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,15,0,14.333332999999998,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,42.333333333333336,0,0,15,0,0
3d56274f9,ID_28f739e39,0.0,0,2,0,1,1,0,0.0,6.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,1.0,6,0,6.0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,66.0,0,0,6,0,0
3d89b64ce,ID_e6e137af6,0.0,0,5,0,1,1,0,0.0,5.5,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2.0,1.0,2.0,0,3,5.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,67.0,0,0,3,0,1
3db6208f1,ID_77ab7029c,0.0,0,6,0,1,1,0,0.0,6.75,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,3.0,0.0,4.0,6,0,9.0,1,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,0,0,0,0,0,1,1,33.0,0,0,6,0,0
3e112d185,ID_0eb2cd187,0.0,0,4,0,1,1,0,0.0,11.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1.0,0.0,1.0,0,11,11.0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,45.0,0,0,11,0,0
3e16fab89,ID_848b0fdf1,100000.0,1,1,1,0,1,0,0.0,10.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,6,0,10.333333,0,1,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,33.666666666666664,1,0,6,0,0
3e27db2cd,ID_c34bfc1be,170000.0,0,5,0,1,1,0,0.0,8.333333333333334,1.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2.0,1.0,0.0,3.0,9,0,9.0,0,0,0,3,1.0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,27.333333333333332,1,1,9,0,0
3e438d2ad,ID_a15e506de,107000.0,0,4,0,1,1,0,0.0,8.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,2.0,0.0,3.0,12,0,9.5,0,1,0,2,1.5,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,33.0,1,1,12,0,0
3e769378e,ID_f5289434c,100000.0,0,6,0,1,1,1,1.0,7.4,2.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,4.0,0.0,5.0,12,0,8.0,0,1,0,4,1.25,0,1,0,0,0,0,1,1,6,0,0,0,0,0,1,0,29.6,1,1,12,0,0
3e7fed1b6,ID_fd3cf6831,90000.0,0,3,0,1,1,0,0.0,4.25,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,11,0,8.5,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,18.75,1,0,11,0,1
3e8c1088d,ID_e95652aad,0.0,0,5,0,1,1,1,4.0,12.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4.0,0.0,4.0,15,0,12.0,0,1,0,3,1.3333334,1,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,43.25,0,0,15,0,0
3ea79f7c9,ID_e89f889b8,0.0,0,3,0,1,1,0,0.0,6.0,0.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0.0,1.0,1.0,1.0,0,6,6.0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,68.0,0,0,6,0,0
3eca21a57,ID_d9c3a5a5d,30000.0,0,5,0,1,1,0,0.0,5.0,3.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,1.0,0.0,3.0,8,0,8.0,0,0,0,3,1.0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,15.666666666666666,1,1,8,0,0
3eebc59df,ID_3a1564bac,0.0,0,5,0,1,1,0,0.0,6.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,7,0,6.5,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,52.5,0,0,7,0,0
3f310f482,ID_8e514af98,0.0,0,5,0,1,1,0,0.0,6.0,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,3.0,0.0,3.0,0,6,6.0,0,0,0,3,1.0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,33.666666666666664,0,0,6,0,0
3f39f87a7,ID_ce3dc2e9e,45000.0,0,4,0,1,1,0,0.0,3.0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0.0,1.0,0.0,1.0,3,0,3.0,0,0,0,2,0.5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,59.0,1,0,3,0,0
3f5f4be59,ID_f33a44404,0.0,0,5,0,1,1,1,1.0,3.75,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,1,0,6.0,0,0,0,2,2.0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,19.75,0,1,1,0,0
3f6488a50,ID_bc5005b67,50000.0,0,3,0,1,1,0,0.0,9.0,0.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0.0,2.0,0.0,2.0,9,0,9.0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,27.0,1,0,9,0,0
3f6eb55ad,ID_a9de0bcea,130000.0,0,2,0,1,1,0,0.0,7.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0.0,2.0,1.0,2.0,11,0,7.0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,63.5,1,0,11,0,1
3f733c4ef,ID_a37584ea7,0.0,0,5,0,1,1,0,0.0,7.333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,11,0,11.0,0,0,0,2,1.5,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,20.666666666666668,0,0,11,0,0
3fa22e417,ID_744bf418c,0.0,0,7,0,1,1,0,0.0,6.0,2.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,1.0,1.0,2.0,6,0,6.0,0,0,0,4,1.0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,40.0,0,1,6,0,1
3fa4a6253,ID_688c41326,0.0,0,3,0,1,1,0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,1,0,1.0,0,0,0,2,0.5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,39.0,0,0,1,0,0
3fc804972,ID_c605cb08e,0.0,0,5,0,1,1,0,0.0,11.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,3.0,0.0,3.0,12,0,11.333333000000001,0,1,0,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,48.0,0,0,12,0,0
3fe2124d9,ID_6300f8938,0.0,0,7,0,1,1,0,0.0,15.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,15,0,15.0,0,0,0,2,0.5,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,54.0,0,0,15,0,0
3fe29a56b,ID_fd5f578c2,0.0,0,9,0,1,1,1,1.0,8.454545454545455,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5.0,6.0,0.0,11.0,14,0,11.166667,0,0,0,5,2.2,1,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,24.454545454545453,0,1,14,0,0
3ff03b62b,ID_de8172bc6,0.0,0,4,0,1,1,1,1.0,3.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,1.0,0.0,2.0,0,6,6.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,19.0,0,1,6,0,1
3ff121ee9,ID_4a6255ab3,0.0,0,4,0,1,1,0,0.0,10.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,4,0,15.5,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,39.0,0,0,4,0,1
3ffdddef8,ID_9b2d1ff0f,0.0,0,4,0,1,1,0,0.0,3.5,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,2.0,0,1,3.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,67.0,0,0,1,0,0
40b34a785,ID_5d7c9549b,0.0,0,5,0,1,1,0,0.0,4.75,2.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2.0,2.0,0.0,4.0,2,0,4.0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,33.75,0,1,2,0,1
40c7ce032,ID_d1ef5f46f,450000.0,0,5,0,1,1,0,0.0,11.666666666666666,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,6,0,11.666666999999999,0,1,0,3,1.0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,37.0,1,0,6,0,0
40da67fbd,ID_b94213f74,0.0,0,5,0,1,1,0,0.0,2.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0.0,3.0,2.0,3.0,2,0,2.0,0,0,0,1,3.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,65.0,0,0,2,0,1
40e35dc44,ID_e2df267b5,0.0,0,3,0,1,1,1,1.0,6.8,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3.0,2.0,0.0,5.0,6,0,10.5,0,0,0,2,2.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,23.6,0,1,6,0,1
40e8e0902,ID_3aae9bc3e,0.0,0,2,0,1,1,0,0.0,9.0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,1.0,0.0,1.0,9,0,9.0,0,0,0,1,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,39.0,0,0,9,0,0
40f1c3c06,ID_9b559d1bf,83333.0,0,3,0,1,1,0,0.0,8.5,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,11,0,8.5,0,0,0,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,27.5,1,0,11,0,0
410194c8b,ID_ec28c83af,0.0,0,5,0,1,1,0,0.0,6.0,0.0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1.0,1.0,0.0,2.0,0,3,3.0,1,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,27.0,0,1,3,0,1
4116e3130,ID_921af1fce,0.0,0,3,0,1,1,0,0.0,4.4,3.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,3.0,2.0,0.0,5.0,6,0,6.0,0,0,0,2,2.5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,21.6,0,1,6,0,1
4166d07b9,ID_e5ffa4296,0.0,0,4,0,1,1,1,1.0,9.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,2.0,2.0,0.0,4.0,0,17,17.0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,16.75,0,1,17,0,0
416ad6771,ID_735ded367,0.0,0,3,0,1,1,1,1.0,6.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,2.0,0.0,2.0,1,0,6.0,0,0,0,1,2.0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,28.0,0,0,1,0,0
4170a5efe,ID_bc9ee683d,0.0,0,5,0,1,0,0,0.0,2.0,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,2.0,2.0,0.0,4.0,2,0,4.0,0,0,0,2,2.0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,28.25,0,0,2,0,1
417865404,ID_e10b2b69e,0.0,0,4,0,1,1,0,0.0,3.6,1.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,3.0,2.0,0.0,5.0,6,0,3.5,0,0,0,2,2.5,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,19.4,0,1,6,0,1
417dbe72b,ID_1c793d39b,0.0,0,5,0,1,1,1,1.0,13.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,13,13.0,0,0,0,2,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,48.0,0,0,13,0,0
419a97af0,ID_383384860,0.0,0,5,0,1,1,0,0.0,2.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,1.0,1.0,1.0,2,0,2.0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,76.0,0,0,2,0,1
419b02bb6,ID_de53e1c61,150000.0,0,5,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,4.0,0.0,4.0,15,0,10.0,0,0,0,3,1.3333334,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,40.25,1,0,15,0,0
419f92607,ID_957088afb,0.0,0,5,0,1,1,0,0.0,8.0,2.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1.0,3.0,0.0,4.0,6,0,8.0,0,1,0,4,1.0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,35.25,0,1,6,0,0
41df023f9,ID_ec4b2a32f,0.0,0,6,0,1,1,0,0.0,8.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,2.0,5,0,8.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,42.0,0,0,5,0,0
41e544444,ID_fdfbb58ee,0.0,0,3,0,1,1,0,0.0,11.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,11,0,11.0,0,0,0,3,0.33333334,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,35.0,0,0,11,0,0
41f4d7a4b,ID_fc73344b6,0.0,0,5,0,1,1,0,0.0,3.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2.0,1.0,2.0,1,0,3.5,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,58.0,0,0,1,0,0
41f9a5a21,ID_f4863a6be,0.0,0,5,0,1,1,0,0.0,6.833333333333333,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,0.0,6.0,0,1,9.333333,0,0,0,3,2.0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,1,26.333333333333332,0,1,1,0,0
4214d5787,ID_fba7a2c47,0.0,0,5,0,1,1,0,0.0,3.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0.0,4.0,2.0,4.0,0,2,3.0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,58.5,0,0,2,0,1
424672ef7,ID_d01d6fd52,25000.0,0,1,0,1,1,0,0.0,4.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,1.0,0.0,1.0,4,0,4.0,0,0,0,1,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,48.0,1,0,4,0,0
