Year,life_expectancy,adult_mortality,alcohol,health_exp_pct_gdp,measles,bmi,gov_health_exp_pct,population,hdi_income,schooling,develop_status,id,log_hiv_aids,log_gdp_per_capita,thinness_avg,vaccination_index,postneonatal_deaths
2009,55.7,34.0,7.97,115.0692415,78,21.7,5.32,99111.0,0.59,9.1,0,Equatorial Guinea_2009,2.1162555148025524,7.41112942934845,9.2,56.0,1
2008,55.4,338.0,8.34,1705.678619,436,21.3,2.31,868418.0,0.592,9.1,0,Equatorial Guinea_2008,1.9878743481543455,10.03202946293304,9.3,35.333333333333336,1
2007,55.0,339.0,6.86,1024.519543,5,2.9,2.25,829327.0,0.587,9.0,0,Equatorial Guinea_2007,1.9315214116032138,9.665410495029835,9.5,34.666666666666664,1
2006,54.8,337.0,7.28,827.5979335,0,2.5,2.13,792217.0,0.569,9.0,0,Equatorial Guinea_2006,1.840549633397487,9.451973995445181,9.649999999999999,21.666666666666668,1
2005,54.4,337.0,7.19,12.0661671,0,2.2,1.63,757317.0,0.563,8.7,0,Equatorial Guinea_2005,1.7749523509116738,5.229145943407402,9.8,36.0,1
2004,54.1,336.0,6.28,44.54768305,38,19.8,2.4,724817.0,0.553,8.5,0,Equatorial Guinea_2004,1.6863989535702288,6.531386201004476,1.0,41.666666666666664,1
2003,53.8,334.0,7.13,309.7834587,18,19.5,2.23,694611.0,0.554,8.4,0,Equatorial Guinea_2003,1.5260563034950492,8.182608507406218,1.15,40.666666666666664,1
2002,53.5,334.0,6.01,234.7874207,24,19.1,2.5,66647.0,0.542,8.2,0,Equatorial Guinea_2002,1.3609765531356006,7.905504751789031,1.35,39.666666666666664,1
2001,53.1,334.0,5.07,197.7839552,1339,18.7,1.78,639762.0,0.527,8.0,0,Equatorial Guinea_2001,1.1939224684724346,7.734068518565411,1.5,39.0,1
2000,52.7,336.0,4.46,14.95451321,0,18.3,2.73,614323.0,0.527,0.0,0,Equatorial Guinea_2000,1.0647107369924282,5.157242795552749,1.65,38.0,1
2015,64.7,255.0,0.01,169.2023968,198,18.6,3.34,3105546.0,0.418,5.0,0,Eritrea_2015,0.33647223662121295,6.55250788703459,8.3,95.0,2
2014,64.4,261.0,0.01,169.2023968,127,18.0,3.34,3095173.0,0.416,5.0,0,Eritrea_2014,0.33647223662121295,6.523562306149512,8.4,94.0,3
2013,64.0,266.0,0.01,169.2023968,45,17.5,3.1,3074360.0,0.414,5.0,0,Eritrea_2013,0.4054651081081644,6.478509642208569,8.5,94.0,2
2012,63.6,274.0,0.01,20.97991915,194,17.0,2.98,3036988.0,0.41,5.0,0,Eritrea_2012,0.4700036292457356,6.398594934535208,8.649999999999999,94.0,2
2011,62.9,286.0,0.62,20.97991915,48,16.5,3.6,2998485.0,0.405,5.0,0,Eritrea_2011,0.5306282510621704,6.311734809152915,8.75,96.0,2
2010,62.1,298.0,0.61,17.35739784,51,16.0,3.24,2945186.0,0.404,5.1,0,Eritrea_2010,0.6418538861723948,6.236369590203704,8.850000000000001,9.0,3
2009,61.4,311.0,0.63,1.575160196,82,15.5,3.3,2887885.0,0.402,5.2,0,Eritrea_2009,0.6931471805599453,6.111467339502679,8.95,92.0,3
2008,67.0,322.0,0.49,11.76572311,0,15.1,3.69,2816327.0,0.406,5.2,0,Eritrea_2008,0.7419373447293773,6.042632833682381,9.1,94.0,3
2007,62.0,329.0,1.23,11.42385961,55,14.7,3.29,2743222.0,0.405,5.3,0,Eritrea_2007,0.832909122935104,6.089044875446846,9.2,91.0,3
2006,59.7,336.0,0.97,10.60269773,128,14.3,3.3,2703502.0,0.405,5.3,0,Eritrea_2006,0.8754687373538999,5.937536205082426,9.3,94.0,2
2005,59.4,34.0,1.07,5.064688968,19,13.9,2.97,2661215.0,0.405,5.4,0,Eritrea_2005,0.9555114450274363,5.771441123130016,9.45,96.0,2
2004,59.1,342.0,0.64,10.26097341,24,13.6,3.14,2598284.0,0.405,5.0,0,Eritrea_2004,1.0296194171811581,5.700443573390687,9.6,93.33333333333333,3
2003,58.8,343.0,0.56,6.913998013,376,13.3,3.5,2493903.0,0.405,4.7,0,Eritrea_2003,1.0647107369924282,5.442417710521793,9.7,93.0,3
2002,58.5,343.0,0.83,0.703132179,460,13.1,4.2,2392978.0,0.43,4.4,0,Eritrea_2002,1.0647107369924282,5.176149732573829,9.9,62.333333333333336,3
2001,58.1,345.0,0.61,5.593619538,204,12.8,3.95,2312079.0,0.405,4.3,0,Eritrea_2001,1.0986122886681098,5.267858159063328,1.0,88.66666666666667,3
2000,45.3,593.0,0.83,0.735940361,789,12.6,4.43,2247031.0,0.426,3.9,0,Eritrea_2000,1.0647107369924282,5.501258210544727,1.15,82.0,3
2015,77.6,119.0,0.01,2700.07305,4,59.9,6.48,131547.0,0.863,16.5,0,Estonia_2015,0.09531017980432487,7.482079001584073,1.9,92.33333333333333,0
2014,77.3,122.0,0.01,2700.07305,0,59.4,6.38,1314545.0,0.86,16.5,0,Estonia_2014,0.09531017980432487,9.900606171341506,1.9,93.0,0
2013,76.9,127.0,0.01,261.2914808,2,59.0,6.48,1317997.0,0.856,16.5,0,Estonia_2013,0.09531017980432487,7.565676548530966,1.9,93.66666666666667,0
2012,76.3,135.0,0.01,2263.103797,4,58.5,6.36,1322696.0,0.85,16.5,0,Estonia_2012,0.09531017980432487,9.765540264179979,1.9,94.0,0
2011,76.1,138.0,0.01,2146.945741,7,58.0,5.83,1327439.0,0.838,16.4,0,Estonia_2011,0.09531017980432487,9.767429738050954,1.95,93.33333333333333,0
2010,75.6,137.0,14.97,1802.017593,0,57.6,6.25,1331475.0,0.833,16.2,0,Estonia_2010,0.09531017980432487,9.59148875717193,1.95,94.0,0
2009,74.9,156.0,15.04,1717.088711,0,57.1,6.93,1334515.0,0.836,16.1,0,Estonia_2009,0.09531017980432487,9.597459434497786,2.0,95.0,0
2008,74.2,167.0,16.99,225.0723618,0,56.7,6.6,13379.0,0.835,16.1,0,Estonia_2008,0.09531017980432487,7.547263521545431,2.05,94.66666666666667,0
2007,73.0,189.0,17.87,1904.12469,1,56.3,5.16,13468.0,0.829,16.1,0,Estonia_2007,0.09531017980432487,9.716401784890985,2.05,95.0,0
2006,73.0,188.0,16.58,244.3510801,27,55.9,5.1,134681.0,0.822,16.1,0,Estonia_2006,0.09531017980432487,9.44116764772696,2.1500000000000004,95.0,0
2005,72.8,189.0,15.52,153.5045263,2,55.5,5.2,1354775.0,0.812,15.9,0,Estonia_2005,0.09531017980432487,7.199912239172405,2.1500000000000004,95.66666666666667,0
2004,72.3,195.0,15.07,101.1201161,0,55.2,5.13,136255.0,0.805,15.7,0,Estonia_2004,0.09531017980432487,6.787241773358138,2.25,66.0,0
2003,71.9,199.0,11.64,132.7233922,0,54.9,4.92,13772.0,0.798,15.6,0,Estonia_2003,0.09531017980432487,8.878391129278993,2.25,96.0,0
2002,71.2,211.0,11.48,7.806042825,0,54.6,4.84,137935.0,0.791,15.4,0,Estonia_2002,0.09531017980432487,6.290360596601424,2.3499999999999996,95.66666666666667,0
2001,78.0,225.0,0.01,88.62945822,0,54.3,4.85,1388115.0,0.781,15.0,0,Estonia_2001,0.09531017980432487,8.411823180157773,2.45,95.0,0
2000,78.0,218.0,0.01,5.34809451,9,54.0,5.28,1396985.0,0.764,14.4,0,Estonia_2000,0.09531017980432487,3.8780166896442076,2.5,94.33333333333333,0
2015,64.8,225.0,0.01,89.95805845,17745,17.6,2.91,9987333.0,0.441,8.4,0,Ethiopia_2015,0.4700036292457356,6.471517145132847,1.2999999999999998,76.33333333333333,58
2014,64.2,234.0,0.01,89.95805845,12739,17.2,4.88,97366774.0,0.435,8.4,0,Ethiopia_2014,0.4700036292457356,6.349422650270685,1.4,76.33333333333333,62
2013,63.7,237.0,1.86,8.313282039,5253,16.8,5.19,94887724.0,0.427,8.4,0,Ethiopia_2013,0.6418538861723948,3.9731856227343454,1.5,50.333333333333336,66
2012,63.3,241.0,1.84,86.82551124,4347,16.4,5.77,92444183.0,0.422,8.4,0,Ethiopia_2012,0.7884573603642702,6.151811523747876,1.6,48.333333333333336,71
2011,62.6,249.0,1.32,67.77565369,3255,16.0,6.55,946756.0,0.411,8.2,0,Ethiopia_2011,0.8754687373538999,5.874499048926749,1.75,45.666666666666664,75
2010,61.8,261.0,1.34,67.73374413,4235,15.6,6.86,877267.0,0.401,8.1,0,Ethiopia_2010,0.9932517730102833,5.8359794106227,6.35,64.0,81
2009,68.0,274.0,1.17,53.77354001,1176,15.3,4.41,85416253.0,0.393,8.1,0,Ethiopia_2009,1.0986122886681098,5.942160426948294,6.45,59.666666666666664,87
2008,59.8,289.0,1.13,38.55783268,3511,14.9,4.28,83184892.0,0.378,7.6,0,Ethiopia_2008,1.2237754316221157,5.788070172825727,6.55,56.333333333333336,93
2007,58.5,39.0,1.06,30.46451811,1446,14.5,4.69,8149.0,0.362,7.1,0,Ethiopia_2007,1.33500106673234,5.498506763477356,11.15,37.666666666666664,100
2006,57.2,328.0,1.22,22.18952246,1451,14.2,4.47,7885689.0,0.346,6.6,0,Ethiopia_2006,1.4586150226995167,5.27194749764938,11.25,55.666666666666664,108
2005,56.0,343.0,0.99,18.03753133,357,13.8,4.2,7672783.0,0.325,5.8,0,Ethiopia_2005,1.547562508716013,5.091456927866541,11.35,54.0,117
2004,55.0,354.0,0.86,1.506962482,73,13.5,4.23,7462445.0,0.31,5.4,0,Ethiopia_2004,1.62924053973028,4.918245009778339,11.4,21.333333333333332,125
2003,54.0,363.0,0.79,10.97201912,228,13.2,4.64,72545144.0,0.306,5.2,0,Ethiopia_2003,1.6863989535702288,4.786436574621204,11.55,51.333333333333336,132
2002,53.2,369.0,0.8,10.82452594,3332,12.9,4.73,7497192.0,0.298,4.9,0,Ethiopia_2002,1.7227665977411035,4.721738578486278,11.649999999999999,50.666666666666664,140
2001,52.5,372.0,0.85,1.186227577,2366,12.6,4.26,68492257.0,0.283,4.3,0,Ethiopia_2001,1.7749523509116738,2.57861918282199,11.75,49.666666666666664,146
2000,51.2,391.0,0.88,11.59481766,1660,12.3,4.36,66537331.0,0.283,3.9,0,Ethiopia_2000,1.791759469228055,4.827323302984121,11.850000000000001,21.333333333333332,151
2015,69.9,188.0,0.01,50.539484,0,62.7,4.26,892149.0,0.734,15.3,0,Fiji_2015,0.09531017980432487,8.501652313113388,3.85,99.0,0
2014,69.7,19.0,0.01,50.539484,0,61.9,4.49,88586.0,0.727,15.2,0,Fiji_2014,0.09531017980432487,6.305130105931024,3.85,99.0,0
2013,69.6,192.0,0.01,460.6487805,0,61.1,4.26,879715.0,0.719,15.0,0,Fiji_2013,0.09531017980432487,8.46898766391348,3.85,99.0,0
2012,69.4,195.0,0.01,431.4854874,0,6.2,4.16,873596.0,0.714,14.9,0,Fiji_2012,0.09531017980432487,8.422385364211713,3.85,99.0,0
2011,69.2,197.0,0.01,401.7931045,0,59.5,4.6,86786.0,0.709,14.7,0,Fiji_2011,0.09531017980432487,8.378878121975427,3.85,99.0,0
2010,69.1,2.0,2.25,62.08343533,0,58.7,4.23,85995.0,0.706,14.6,0,Fiji_2010,0.09531017980432487,8.203294933953504,3.85,99.0,0
2009,68.9,23.0,2.31,60.65068446,1,58.0,4.26,851967.0,0.704,14.5,0,Fiji_2009,0.09531017980432487,8.122811179271215,3.85,99.0,0
2008,68.7,26.0,1.95,81.04656111,0,57.3,3.68,84334.0,0.7,14.3,0,Fiji_2008,0.09531017980432487,8.337745370844111,3.85,99.0,0
2007,68.6,29.0,2.09,5.889526221,0,56.6,3.74,834812.0,0.698,14.2,0,Fiji_2007,0.09531017980432487,6.173417848604277,3.9499999999999997,99.0,0
2006,68.5,211.0,2.06,52.1241634,136,55.9,3.84,827411.0,0.695,14.0,0,Fiji_2006,0.09531017980432487,8.229761704365313,3.9499999999999997,98.33333333333333,0
2005,68.3,214.0,2.02,64.39203443,0,55.1,3.61,821817.0,0.699,13.9,0,Fiji_2005,0.09531017980432487,8.205119601840295,3.9499999999999997,97.33333333333333,0
2004,68.1,218.0,1.63,43.99452464,37,54.2,3.61,818354.0,0.691,13.4,0,Fiji_2004,0.09531017980432487,8.111903627799236,4.05,96.66666666666667,0
2003,68.0,22.0,1.76,253.8196705,305,53.2,3.35,816628.0,0.689,13.3,0,Fiji_2003,0.09531017980432487,7.950493260286681,4.05,96.0,0
2002,67.9,22.0,1.85,206.071686,304,52.2,3.48,815691.0,0.687,13.3,0,Fiji_2002,0.09531017980432487,7.723366946751009,4.05,95.33333333333333,0
2001,67.8,221.0,1.93,20.7119129,17,51.2,3.28,814218.0,0.683,13.2,0,Fiji_2001,0.09531017980432487,5.480187692385948,4.15,93.66666666666667,0
2000,67.7,221.0,2.05,31.25834616,0,5.2,3.87,811223.0,0.681,13.1,0,Fiji_2000,0.09531017980432487,5.624500422055673,4.15,66.0,0
2015,81.1,76.0,8.8,6164.455402,2,62.1,1.53,5479531.0,0.893,17.0,0,Finland_2015,0.09531017980432487,8.353826241274104,0.8500000000000001,65.33333333333333,0
2014,89.0,78.0,8.8,6164.455402,0,61.7,9.68,5461512.0,0.89,17.0,0,Finland_2014,0.09531017980432487,10.8180892315633,0.8500000000000001,74.66666666666667,0
2013,87.0,79.0,8.97,6115.496624,2,61.4,9.55,5438972.0,0.887,17.0,0,Finland_2013,0.09531017980432487,10.812547632136294,0.8500000000000001,74.66666666666667,0
2012,84.0,82.0,9.24,5889.012536,0,61.0,9.3,5413971.0,0.884,17.0,0,Finland_2012,0.09531017980432487,10.766726811015646,0.8500000000000001,75.33333333333333,0
2011,83.0,86.0,9.81,71.01620838,27,6.6,9.1,5388272.0,0.878,16.9,0,Finland_2011,0.09531017980432487,6.364275859252194,0.8500000000000001,98.66666666666667,0
2010,79.9,89.0,9.72,591.6691405,5,6.2,9.5,5363352.0,0.874,16.8,0,Finland_2010,0.09531017980432487,8.438888923114286,0.8500000000000001,98.33333333333333,0
2009,79.7,91.0,9.96,579.7384368,2,59.8,9.2,5338871.0,0.878,17.0,0,Finland_2009,0.09531017980432487,8.459173262814287,0.8500000000000001,98.33333333333333,0
2008,79.6,94.0,10.26,678.88112,5,59.4,8.35,5313399.0,0.876,17.1,0,Finland_2008,0.09531017980432487,8.583414334276567,0.8500000000000001,97.66666666666667,0
2007,79.3,96.0,10.45,6147.1323,0,59.0,8.9,528872.0,0.873,17.2,0,Finland_2007,0.09531017980432487,10.784970441487072,0.8500000000000001,98.0,0
2006,79.2,96.0,10.15,524.7775227,0,58.6,8.38,5266268.0,0.869,17.2,0,Finland_2006,0.09531017980432487,8.322072435619097,0.8500000000000001,97.0,0
2005,78.9,11.0,9.95,4816.589613,1,58.1,8.43,524696.0,0.864,17.1,0,Finland_2005,0.09531017980432487,10.5705518024801,0.8500000000000001,97.0,0
2004,78.7,12.0,9.89,4508.806185,0,57.6,8.21,5228172.0,0.869,18.3,0,Finland_2004,0.09531017980432487,10.535745856695597,0.8500000000000001,97.0,0
2003,78.4,98.0,9.31,3869.026302,0,57.1,8.15,521314.0,0.866,18.1,0,Finland_2003,0.09531017980432487,10.398707096450206,0.8500000000000001,96.33333333333333,0
2002,78.1,98.0,9.25,3099.357319,0,56.6,7.81,52598.0,0.863,18.0,0,Finland_2002,0.09531017980432487,10.197472066564204,0.8500000000000001,95.33333333333333,0
2001,78.0,1.0,8.94,2775.33544,1,56.1,7.43,51888.0,0.856,17.7,0,Finland_2001,0.09531017980432487,10.12319498795997,0.8500000000000001,96.0,0
2000,77.5,15.0,8.59,397.7533689,0,55.5,7.22,517629.0,0.847,17.3,0,Finland_2000,0.09531017980432487,10.096347311907259,0.9,96.66666666666667,0
2015,82.4,78.0,11.5,6739.677606,157,62.5,1.28,6662468.0,0.894,16.3,0,France_2015,0.09531017980432487,10.505828102324188,0.6499999999999999,94.0,1
2014,82.2,79.0,11.5,6739.677606,267,62.0,11.54,66331957.0,0.89,16.2,0,France_2014,0.09531017980432487,10.667937268887071,0.6,93.0,0
2013,82.0,81.0,11.1,6646.953935,272,61.6,11.56,6599857.0,0.887,16.2,0,France_2013,0.09531017980432487,10.658555514534577,0.6,90.66666666666667,0
2012,81.5,83.0,11.5,751.3793553,0,61.1,11.44,6565979.0,0.885,16.1,0,France_2012,0.09531017980432487,8.484513871820873,0.6,92.0,0
2011,81.7,83.0,11.8,683.9190568,14949,6.6,11.33,65342776.0,0.882,16.1,0,France_2011,0.09531017980432487,8.38532624140969,0.6,90.66666666666667,0
2010,81.3,86.0,11.7,72.8001211,5048,6.1,11.2,6527512.0,0.879,16.0,0,France_2010,0.09531017980432487,6.161930245976346,0.6,87.66666666666667,0
2009,81.1,88.0,11.8,6415.35735,1541,59.6,11.28,647744.0,0.879,16.0,0,France_2009,0.09531017980432487,10.63662753777343,0.6,82.33333333333333,0
2008,89.0,88.0,11.9,7002.785925,604,59.1,1.57,6437499.0,0.877,16.1,0,France_2008,0.09531017980432487,10.72359017553899,0.6,81.0,0
2007,89.0,89.0,12.2,64.73714894,39,58.6,1.45,6416229.0,0.873,16.1,0,France_2007,0.09531017980432487,6.034485649816341,0.6,79.66666666666667,0
2006,86.0,92.0,12.4,5689.991931,40,58.0,1.53,63621376.0,0.87,16.1,0,France_2006,0.09531017980432487,10.506315672657083,0.6,79.0,1
2005,81.0,93.0,12.2,5451.701225,36,57.5,1.6,63179356.0,0.86,15.5,0,France_2005,0.09531017980432487,10.4596897014873,0.6,77.0,1
2004,82.0,94.0,13.18,5291.234786,4448,57.0,1.53,6274897.0,0.857,15.5,0,France_2004,0.09531017980432487,10.430454478236959,0.6,77.33333333333333,1
2003,79.3,99.0,13.49,4572.441963,0,56.4,1.43,62244884.0,0.852,15.4,0,France_2003,0.09531017980432487,10.298639043670711,0.6,73.66666666666667,1
2002,79.2,11.0,13.78,3779.655273,5185,55.8,1.22,6185267.0,0.851,15.5,0,France_2002,0.09531017980432487,10.09725348031494,0.6499999999999999,74.33333333333333,1
2001,79.0,13.0,13.89,3451.185079,0,55.2,9.89,61357431.0,0.849,15.6,0,France_2001,0.09531017980432487,10.022528363528043,0.6499999999999999,74.33333333333333,1
2000,78.8,13.0,13.63,3410.284431,10000,54.6,9.77,6912498.0,0.844,15.7,0,France_2000,0.09531017980432487,10.019786903187168,0.6499999999999999,73.66666666666667,1
2015,66.0,229.0,0.01,715.2816939,27,36.3,3.44,193175.0,0.694,12.6,0,Gabon_2015,1.308332819650179,8.90788086833778,6.0,31.666666666666668,1
2014,65.5,237.0,0.01,715.2816939,33,35.8,3.44,1875713.0,0.687,12.6,0,Gabon_2014,1.33500106673234,9.179176160777015,6.05,27.333333333333332,1
2013,64.6,255.0,8.86,154.8758879,122,35.2,3.98,1817271.0,0.678,12.5,0,Gabon_2013,1.547562508716013,9.177893933006875,6.15,78.33333333333333,1
2012,63.5,276.0,8.3,805.3925284,2,34.6,3.13,1756817.0,0.669,12.5,0,Gabon_2012,1.7749523509116738,9.187601918697158,6.25,57.333333333333336,1
2011,62.8,289.0,8.9,133.5223672,2,34.1,3.12,169711.0,0.664,12.5,0,Gabon_2011,1.9459101490553132,7.44846536069596,6.35,75.0,1
2010,62.3,294.0,8.85,145.318282,1,33.5,3.41,16421.0,0.66,12.5,0,Gabon_2010,2.0794415416798357,9.077393194493327,6.45,67.33333333333333,1
2009,61.7,31.0,8.64,52.31086276,0,33.0,3.43,1586754.0,0.652,12.4,0,Gabon_2009,2.1972245773362196,6.639434206911959,6.6,76.33333333333333,1
2008,61.6,298.0,8.75,11.05422474,3,32.4,2.54,1536411.0,0.651,12.4,0,Gabon_2008,2.2925347571405443,5.274406773100972,6.699999999999999,81.66666666666667,1
2007,61.6,291.0,9.02,545.4389573,0,31.9,2.86,1489193.0,0.645,12.4,0,Gabon_2007,2.3978952727983707,9.030473852310893,6.85,78.0,1
2006,61.4,288.0,8.01,40.53719812,90,31.4,2.88,1444844.0,0.646,12.4,0,Gabon_2006,2.4595888418037104,6.591368260116815,7.0,47.0,1
2005,65.0,37.0,7.72,353.2438029,0,3.8,2.76,143126.0,0.64,12.4,0,Gabon_2005,2.4765384001174837,8.816155494368937,7.15,39.0,1
2004,59.7,322.0,8.13,443.4750634,63,3.3,3.26,136425.0,0.64,12.3,0,Gabon_2004,2.4932054526026954,8.645863893802758,7.300000000000001,47.0,1
2003,59.7,32.0,6.47,352.232365,0,29.8,3.48,1328146.0,0.638,12.3,0,Gabon_2003,2.4849066497880004,8.495584635131495,7.45,39.0,1
2002,59.7,315.0,8.34,22.69039905,110,29.2,3.22,129449.0,0.636,12.3,0,Gabon_2002,2.4595888418037104,6.024784979133009,7.6,47.0,1
2001,59.8,37.0,9.29,183.6980778,5129,28.7,3.23,1262259.0,0.633,12.3,0,Gabon_2001,2.4069451083182885,8.288320477245348,7.75,39.0,1
2000,61.0,296.0,8.87,218.1727473,15,28.1,2.89,1231122.0,0.637,12.2,0,Gabon_2000,2.3513752571634776,8.322993430446985,7.9,47.0,1
2015,61.1,262.0,0.01,20.97991915,71,27.3,6.12,2148877.0,0.45,8.9,0,Gambia_2015,0.9932517730102833,6.495265555937008,7.25,96.66666666666667,2
2014,68.0,266.0,0.01,302.667579,1,26.7,7.34,2083303.0,0.449,8.9,0,Gambia_2014,0.9932517730102833,6.436150368369428,7.4,96.33333333333333,2
2013,66.0,266.0,0.01,302.667579,0,26.0,6.49,2019251.0,0.445,8.9,0,Gambia_2013,0.9555114450274363,6.5722825426940075,7.55,96.66666666666667,2
2012,62.0,269.0,0.01,20.97991915,0,25.4,6.12,1956711.0,0.44,8.8,0,Gambia_2012,0.8754687373538999,6.590301048196686,7.75,98.0,2
2011,59.8,277.0,3.41,56.431387,0,24.8,6.24,1895689.0,0.441,8.7,0,Gambia_2011,1.0296194171811581,6.57507584059962,7.95,95.66666666666667,2
2010,59.3,284.0,3.48,56.431387,2,24.1,5.75,1836163.0,0.439,8.8,0,Gambia_2010,1.1314021114911006,6.669498089857879,8.149999999999999,97.0,3
2009,59.0,286.0,2.99,56.431387,0,23.5,5.85,1778131.0,0.434,8.9,0,Gambia_2009,1.308332819650179,6.638567789166521,8.350000000000001,97.33333333333333,3
2008,58.7,287.0,2.79,56.431387,0,22.8,5.95,1721570.0,0.426,8.6,0,Gambia_2008,1.3862943611198906,6.634633357861686,8.55,96.66666666666667,3
2007,58.5,288.0,2.64,56.431387,0,22.2,5.76,1666458.0,0.42,8.4,0,Gambia_2007,1.410986973710262,6.467698726104354,8.75,95.33333333333333,3
2006,58.2,288.0,2.93,56.431387,0,21.5,5.52,1612795.0,0.415,8.1,0,Gambia_2006,1.3862943611198906,6.335054251498059,8.95,94.66666666666667,3
2005,57.7,294.0,2.26,56.431387,0,2.9,4.97,1560457.0,0.412,7.8,0,Gambia_2005,1.3862943611198906,6.35088571671474,9.149999999999999,94.66666666666667,3
2004,57.3,296.0,2.51,56.431387,0,2.3,4.35,1509493.0,0.404,7.6,0,Gambia_2004,1.3609765531356006,6.3080984415095305,9.350000000000001,90.0,3
2003,57.0,297.0,2.47,56.431387,119,19.7,4.22,1459852.0,0.395,7.3,0,Gambia_2003,1.308332819650179,6.1779441140506,9.6,89.33333333333333,3
2002,56.6,298.0,2.08,56.431387,32,19.1,3.75,1411402.0,0.392,7.0,0,Gambia_2002,1.252762968495368,6.244166900663736,9.8,88.33333333333333,3
2001,56.3,3.0,2.25,39.08258546,99,18.5,3.71,1364076.0,0.384,6.8,0,Gambia_2001,1.1939224684724346,6.3784261836515865,1.0,87.66666666666667,3
2000,55.9,33.0,2.18,53.23775977,336,18.0,3.61,1317703.0,0.377,6.5,0,Gambia_2000,1.0986122886681098,6.400257445308821,1.2,61.0,3
2015,74.4,129.0,6.13,221.482875,431,56.2,8.9,37171.0,0.768,13.9,0,Georgia_2015,0.09531017980432487,8.23367553440381,2.75,93.0,0
2014,74.5,125.0,6.13,221.482875,3188,55.3,7.42,3727.0,0.759,13.5,0,Georgia_2014,0.09531017980432487,8.396303271890602,2.75,91.0,0
2013,74.5,128.0,5.91,180.3787034,7872,54.4,7.25,3776.0,0.755,13.5,0,Georgia_2013,0.09531017980432487,8.360627531169763,2.75,94.33333333333333,0
2012,74.2,13.0,7.71,158.2576025,31,53.6,8.57,3825.0,0.749,13.4,0,Georgia_2012,0.09531017980432487,8.329385213701602,2.7,92.33333333333333,0
2011,73.9,127.0,8.14,198.94876,64,52.8,9.38,3875.0,0.742,13.3,0,Georgia_2011,0.09531017980432487,8.22326021202328,2.7,90.33333333333333,0
2010,73.8,132.0,7.24,194.1732658,22,52.0,1.5,3926.0,0.738,13.3,0,Georgia_2010,0.09531017980432487,7.994793290042371,2.7,91.66666666666667,0
2009,73.2,133.0,6.66,18.5314303,23,51.3,1.19,3978.0,0.734,12.8,0,Georgia_2009,0.09531017980432487,5.626139844491035,2.7,78.33333333333333,0
2008,73.9,128.0,7.17,151.762567,56,5.5,8.99,43.0,0.735,13.1,0,Georgia_2008,0.09531017980432487,8.06336179579024,2.7,63.333333333333336,0
2007,74.4,12.0,8.65,106.164686,44,49.9,8.17,482.0,0.722,12.5,0,Georgia_2007,0.09531017980432487,7.821293738827988,2.8,93.33333333333333,0
2006,73.9,126.0,6.18,110.1138286,334,49.2,8.39,4136.0,0.714,12.6,0,Georgia_2006,0.09531017980432487,7.535661910707389,2.8,87.0,0
2005,73.9,128.0,4.7,9.444875415,1356,48.6,8.6,419.0,0.703,12.2,0,Georgia_2005,0.09531017980432487,5.040680774007513,2.8499999999999996,81.0,0
2004,72.3,134.0,3.74,7.132564768,6847,48.1,8.53,4245.0,0.694,12.0,0,Georgia_2004,0.09531017980432487,4.854895125033351,2.9,69.33333333333333,0
2003,72.7,132.0,3.36,70.54185252,216,47.5,8.49,431.0,0.684,11.8,0,Georgia_2003,0.09531017980432487,6.834304919784379,2.95,65.66666666666667,1
2002,71.7,142.0,2.72,60.55818291,199,47.0,8.72,4357.0,0.677,11.8,0,Georgia_2002,0.09531017980432487,6.659786866755007,2.95,74.66666666666667,0
2001,73.0,121.0,2.76,57.10318825,35,46.5,7.82,43864.0,0.673,11.7,0,Georgia_2001,0.09531017980432487,6.599835317641592,3.05,77.0,0
2000,71.8,129.0,3.28,47.81704183,50,46.0,6.94,44183.0,0.673,11.4,0,Georgia_2000,0.09531017980432487,6.5410266961541454,3.1,48.0,0
2015,81.0,68.0,11.03,941.7562909,2464,62.3,1.18,81686611.0,0.924,17.1,1,Germany_2015,0.09531017980432487,10.625656536325085,1.1,92.33333333333333,1
2014,89.0,69.0,11.03,941.7562909,443,61.9,11.3,89825.0,0.92,17.0,1,Germany_2014,0.09531017980432487,8.475048005197168,1.1,92.33333333333333,1
2013,86.0,71.0,10.94,895.8779503,1771,61.4,11.16,864565.0,0.919,16.9,1,Germany_2013,0.09531017980432487,8.445678162677309,1.1,92.33333333333333,1
2012,86.0,71.0,11.18,839.91332,166,6.9,1.99,8425823.0,0.916,16.9,1,Germany_2012,0.09531017980432487,8.404304165284973,1.1,92.33333333333333,1
2011,85.0,74.0,11.2,869.790735,1607,6.4,1.93,8274983.0,0.912,16.8,1,Germany_2011,0.09531017980432487,8.451550692586146,1.1,92.33333333333333,1
2010,81.0,76.0,11.2,7584.078579,780,59.9,11.25,8177693.0,0.907,16.7,1,Germany_2010,0.09531017980432487,10.640329961762937,1.1,92.33333333333333,1
2009,80.0,79.0,11.22,7641.270645,574,59.5,11.4,819237.0,0.906,16.7,1,Germany_2009,0.09531017980432487,10.639065972087597,1.1,93.0,1
2008,79.9,8.0,11.36,8285.264655,917,59.0,1.39,821197.0,0.903,16.6,1,Germany_2008,0.09531017980432487,10.729857916479007,1.1,92.66666666666667,1
2007,79.8,82.0,11.5,7777.556353,567,58.5,1.18,82266372.0,0.898,16.6,1,Germany_2007,0.09531017980432487,10.641029994288125,1.1,92.33333333333333,0
